compte_courant,duree_emprunt_mois,historique_credit,raison,montant,compte_epargne,duree_emploi,annees_presence_logement,age,autre_credit,logement,nbre_emprunts_actuels,job,dependants,telephone,defaillant,revenufinal
1 - 200 Euro,30,bon,ameublement,2991,inconnu,> 7 annees,4.0,25.0,aucun,proprietaire,1,qualifie,1,oui,non,6924.4841959928
inconnu,11,bon,business,2142,> 1000 Euro,> 7 annees,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,2177.72796830611
< 0 Euro,24,tres bon,business,3161,< 100 Euro,1 - 4 annees,2.0,31.0,aucun,locataire,1,qualifie,1,oui,oui,18566.1058112381
1 - 200 Euro,48,parfait,auto0,18424,< 100 Euro,1 - 4 annees,2.0,32.0,banque,proprietaire,1,management,1,oui,oui,19807.3793055506
inconnu,10,bon,auto,2848,100 - 500 Euro,1 - 4 annees,2.0,32.0,aucun,proprietaire,1,qualifie,2,oui,non,4962.451873856021
< 0 Euro,6,bon,auto,14896,< 100 Euro,> 7 annees,4.0,68.0,banque,proprietaire,1,management,1,oui,oui,15856.133583320501
< 0 Euro,24,bon,ameublement,2359,100 - 500 Euro,chomeur,1.0,33.0,aucun,proprietaire,1,qualifie,1,oui,oui,4220.01119136405
< 0 Euro,24,bon,ameublement,3345,< 100 Euro,> 7 annees,2.0,39.0,aucun,locataire,1,management,1,oui,oui,20330.9175461823
inconnu,18,critique,ameublement,1817,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,proprietaire,2,qualifie,1,oui,non,11938.723709713999
inconnu,48,pauvre,ameublement,12749,500 - 1000 Euro,4 - 7 annees,1.0,37.0,aucun,proprietaire,1,management,1,oui,non,52898.1991599829
< 0 Euro,9,bon,ameublement,1366,< 100 Euro,< 1 annee,4.0,22.0,aucun,locataire,1,qualifie,1,oui,oui,4869.4491469021095
1 - 200 Euro,12,bon,auto,2002,< 100 Euro,4 - 7 annees,4.0,30.0,aucun,locataire,1,qualifie,2,oui,non,8118.462174929499
< 0 Euro,24,tres bon,ameublement,6872,< 100 Euro,< 1 annee,1.0,55.0,banque,proprietaire,1,qualifie,1,oui,oui,22959.3034647766
< 0 Euro,12,tres bon,auto,697,< 100 Euro,< 1 annee,2.0,46.0,banque,proprietaire,2,qualifie,1,oui,oui,2873.00566133278
< 0 Euro,18,critique,ameublement,1049,< 100 Euro,< 1 annee,4.0,21.0,aucun,locataire,1,qualifie,1,oui,non,5353.7956396596
< 0 Euro,48,bon,auto,10297,< 100 Euro,4 - 7 annees,4.0,39.0,magasin,autre,3,qualifie,2,oui,oui,43677.1541517503
inconnu,30,bon,ameublement,1867,inconnu,> 7 annees,4.0,58.0,aucun,proprietaire,1,qualifie,1,oui,non,9691.67468703153
< 0 Euro,12,pauvre,auto,1344,< 100 Euro,1 - 4 annees,2.0,43.0,aucun,proprietaire,2,non_qualifie,2,oui,non,7534.97260019207
< 0 Euro,24,bon,ameublement,1747,< 100 Euro,< 1 annee,1.0,24.0,aucun,proprietaire,1,non_qualifie,1,oui,non,10024.0137412992
1 - 200 Euro,9,bon,ameublement,1670,< 100 Euro,< 1 annee,2.0,22.0,aucun,proprietaire,1,qualifie,1,oui,oui,10748.7838269875
inconnu,9,critique,auto,1224,< 100 Euro,1 - 4 annees,1.0,30.0,aucun,proprietaire,2,qualifie,1,oui,non,4052.33115103836
inconnu,12,critique,ameublement,522,500 - 1000 Euro,> 7 annees,4.0,42.0,aucun,proprietaire,2,qualifie,2,oui,non,2775.86763566245
< 0 Euro,12,bon,ameublement,1498,< 100 Euro,1 - 4 annees,1.0,23.0,banque,proprietaire,1,qualifie,1,oui,non,9223.02013762124
1 - 200 Euro,30,pauvre,ameublement,1919,100 - 500 Euro,< 1 annee,3.0,30.0,magasin,proprietaire,2,management,1,oui,oui,8987.63058913683
> 200 Euro,9,bon,ameublement,745,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,2744.10802765357
1 - 200 Euro,6,bon,ameublement,2063,< 100 Euro,< 1 annee,3.0,30.0,aucun,locataire,1,management,1,oui,non,14690.955675961599
1 - 200 Euro,60,bon,education,6288,< 100 Euro,1 - 4 annees,4.0,42.0,aucun,autre,1,qualifie,1,oui,oui,41111.5988947321
inconnu,24,critique,auto,6842,inconnu,1 - 4 annees,4.0,46.0,aucun,proprietaire,2,management,2,oui,non,13887.0987846517
inconnu,12,bon,auto,3527,inconnu,< 1 annee,3.0,45.0,aucun,proprietaire,1,management,2,oui,non,9820.94456078415
inconnu,10,bon,auto,1546,< 100 Euro,1 - 4 annees,2.0,31.0,aucun,proprietaire,1,non_qualifie,2,oui,non,7584.46559388229
inconnu,24,bon,ameublement,929,inconnu,4 - 7 annees,2.0,31.0,magasin,proprietaire,1,qualifie,1,oui,non,5055.362666732511
inconnu,4,critique,auto,1455,< 100 Euro,4 - 7 annees,1.0,42.0,aucun,proprietaire,3,non_qualifie,2,oui,non,4801.4774679852
< 0 Euro,15,bon,ameublement,1845,< 100 Euro,< 1 annee,1.0,46.0,aucun,locataire,1,qualifie,1,oui,non,11579.9002221796
1 - 200 Euro,48,parfait,auto,8358,500 - 1000 Euro,< 1 annee,1.0,30.0,aucun,proprietaire,2,qualifie,1,oui,non,13247.4036780788
< 0 Euro,24,tres bon,ameublement,3349,500 - 1000 Euro,< 1 annee,4.0,30.0,aucun,autre,1,qualifie,2,oui,oui,19045.142975265902
inconnu,12,bon,auto,2859,inconnu,chomeur,4.0,38.0,aucun,proprietaire,1,management,1,oui,non,16532.7702886504
inconnu,18,bon,ameublement,1533,< 100 Euro,< 1 annee,1.0,43.0,aucun,proprietaire,1,non_qualifie,2,oui,oui,7397.337608478341
inconnu,24,bon,ameublement,3621,100 - 500 Euro,> 7 annees,4.0,31.0,aucun,proprietaire,2,qualifie,1,oui,oui,10800.2739193784
1 - 200 Euro,18,critique,business,3590,< 100 Euro,chomeur,3.0,40.0,aucun,proprietaire,3,chomeur,2,oui,non,17463.9053637935
< 0 Euro,36,pauvre,business,2145,< 100 Euro,4 - 7 annees,1.0,24.0,aucun,proprietaire,2,qualifie,1,oui,oui,5736.53951856542
1 - 200 Euro,24,bon,auto,4113,500 - 1000 Euro,< 1 annee,4.0,28.0,aucun,locataire,1,qualifie,1,oui,oui,20448.2286486423
inconnu,36,bon,ameublement,10974,< 100 Euro,chomeur,2.0,26.0,aucun,proprietaire,2,management,1,oui,oui,45204.6290939564
< 0 Euro,12,bon,auto,1893,< 100 Euro,1 - 4 annees,4.0,29.0,aucun,proprietaire,1,qualifie,1,oui,non,11879.6564370905
< 0 Euro,24,critique,ameublement,1231,> 1000 Euro,> 7 annees,4.0,57.0,aucun,locataire,2,management,1,oui,non,8615.58289613935
> 200 Euro,30,critique,ameublement,3656,inconnu,> 7 annees,4.0,49.0,magasin,proprietaire,2,non_qualifie,1,oui,non,15329.439377056699
1 - 200 Euro,9,critique,ameublement,1154,< 100 Euro,> 7 annees,4.0,37.0,aucun,proprietaire,3,non_qualifie,1,oui,non,3735.95438517038
< 0 Euro,28,bon,auto,4006,< 100 Euro,1 - 4 annees,2.0,45.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,14847.3549493405
1 - 200 Euro,24,bon,ameublement,3069,100 - 500 Euro,> 7 annees,4.0,30.0,aucun,autre,1,qualifie,1,oui,non,15893.465856840201
inconnu,6,critique,ameublement,1740,< 100 Euro,> 7 annees,2.0,30.0,aucun,locataire,2,qualifie,1,oui,non,5056.0881526699795
1 - 200 Euro,21,pauvre,auto,2353,< 100 Euro,1 - 4 annees,4.0,47.0,aucun,proprietaire,2,qualifie,1,oui,non,4101.97375882116
inconnu,15,bon,auto,3556,inconnu,1 - 4 annees,2.0,29.0,aucun,proprietaire,1,qualifie,1,oui,non,18424.3434635079
inconnu,24,bon,ameublement,2397,500 - 1000 Euro,> 7 annees,2.0,35.0,banque,proprietaire,2,qualifie,1,oui,oui,10120.1960024141
1 - 200 Euro,6,bon,renonvations,454,< 100 Euro,< 1 annee,1.0,22.0,aucun,proprietaire,1,non_qualifie,1,oui,non,1729.2704897353601
1 - 200 Euro,30,bon,ameublement,1715,inconnu,1 - 4 annees,1.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,10321.0288418152
1 - 200 Euro,27,critique,ameublement,2520,500 - 1000 Euro,1 - 4 annees,2.0,23.0,aucun,proprietaire,2,non_qualifie,1,oui,oui,16857.3552688812
inconnu,15,bon,ameublement,3568,< 100 Euro,> 7 annees,2.0,54.0,banque,locataire,1,management,1,oui,non,22186.064109361894
inconnu,42,bon,ameublement,7166,inconnu,4 - 7 annees,4.0,29.0,aucun,locataire,1,qualifie,1,oui,non,23474.881642658398
< 0 Euro,11,critique,auto,3939,< 100 Euro,1 - 4 annees,2.0,40.0,aucun,proprietaire,2,non_qualifie,2,oui,non,6488.985873748579
1 - 200 Euro,15,bon,renonvations,1514,100 - 500 Euro,1 - 4 annees,2.0,22.0,aucun,proprietaire,1,qualifie,1,oui,non,9765.73467036406
inconnu,24,bon,auto,7393,< 100 Euro,1 - 4 annees,4.0,43.0,aucun,proprietaire,1,non_qualifie,2,oui,non,11383.516900281002
< 0 Euro,24,tres bon,auto,1193,< 100 Euro,chomeur,4.0,29.0,aucun,locataire,2,chomeur,1,oui,oui,1712.0336592402698
< 0 Euro,60,bon,business,7297,< 100 Euro,> 7 annees,4.0,36.0,aucun,locataire,1,qualifie,1,oui,oui,52244.5941873758
inconnu,30,critique,ameublement,2831,< 100 Euro,1 - 4 annees,2.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,19287.6068735031
> 200 Euro,24,bon,ameublement,1258,500 - 1000 Euro,1 - 4 annees,3.0,57.0,aucun,proprietaire,1,non_qualifie,1,oui,non,4373.37644485019
1 - 200 Euro,6,bon,ameublement,753,< 100 Euro,1 - 4 annees,3.0,64.0,aucun,proprietaire,1,qualifie,1,oui,non,2361.18820076481
1 - 200 Euro,18,pauvre,business,2427,inconnu,> 7 annees,2.0,42.0,aucun,proprietaire,2,qualifie,1,oui,non,11704.0422259541
inconnu,24,pauvre,auto,2538,< 100 Euro,> 7 annees,4.0,47.0,aucun,proprietaire,2,non_qualifie,2,oui,oui,10456.541581792
1 - 200 Euro,15,tres bon,auto,1264,100 - 500 Euro,1 - 4 annees,2.0,25.0,aucun,locataire,1,qualifie,1,oui,oui,3802.5054156586298
1 - 200 Euro,30,critique,ameublement,8386,< 100 Euro,4 - 7 annees,2.0,49.0,aucun,proprietaire,1,qualifie,1,oui,oui,20651.195881236297
inconnu,48,bon,business,4844,< 100 Euro,chomeur,2.0,33.0,banque,locataire,1,management,1,oui,oui,16298.416905554099
> 200 Euro,21,bon,auto,2923,100 - 500 Euro,1 - 4 annees,1.0,28.0,banque,proprietaire,1,management,1,oui,non,3503.50848897072
< 0 Euro,36,bon,auto,8229,< 100 Euro,1 - 4 annees,2.0,26.0,aucun,proprietaire,1,qualifie,2,oui,oui,19212.9712571491
inconnu,24,critique,ameublement,2028,< 100 Euro,4 - 7 annees,2.0,30.0,aucun,proprietaire,2,non_qualifie,1,oui,non,6973.944462679089
< 0 Euro,15,critique,ameublement,1433,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,locataire,2,qualifie,1,oui,non,9005.229798102779
> 200 Euro,42,parfait,business,6289,< 100 Euro,< 1 annee,1.0,33.0,aucun,proprietaire,2,qualifie,1,oui,non,18244.9074518297
inconnu,13,bon,ameublement,1409,100 - 500 Euro,chomeur,4.0,64.0,aucun,proprietaire,1,qualifie,1,oui,non,3849.60641375032
< 0 Euro,24,bon,auto,6579,< 100 Euro,chomeur,2.0,29.0,aucun,autre,1,management,1,oui,non,33246.9064921413
1 - 200 Euro,24,critique,ameublement,1743,< 100 Euro,> 7 annees,2.0,48.0,aucun,proprietaire,2,non_qualifie,1,oui,non,11389.0831201438
inconnu,12,critique,education,3565,inconnu,< 1 annee,1.0,37.0,aucun,proprietaire,2,non_qualifie,2,oui,non,9940.581912468158
inconnu,15,tres bon,ameublement,1569,100 - 500 Euro,> 7 annees,4.0,34.0,banque,proprietaire,1,non_qualifie,2,oui,non,7257.9734734628
< 0 Euro,18,bon,ameublement,1936,inconnu,4 - 7 annees,4.0,23.0,aucun,locataire,2,non_qualifie,1,oui,non,4140.683131948739
< 0 Euro,36,bon,ameublement,3959,< 100 Euro,chomeur,3.0,30.0,aucun,proprietaire,1,management,1,oui,non,18894.6954325372
inconnu,12,bon,auto,2390,inconnu,> 7 annees,3.0,50.0,aucun,proprietaire,1,qualifie,1,oui,non,14848.205847341202
< 0 Euro,30,bon,auto,3857,< 100 Euro,1 - 4 annees,4.0,40.0,aucun,proprietaire,1,management,1,oui,non,24410.172519884
inconnu,12,bon,ameublement,804,< 100 Euro,> 7 annees,4.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,5285.991297740839
< 0 Euro,45,bon,ameublement,1845,< 100 Euro,1 - 4 annees,4.0,23.0,aucun,autre,1,qualifie,1,oui,oui,8408.00731091677
1 - 200 Euro,45,critique,auto,4576,100 - 500 Euro,chomeur,4.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,16938.1704254719
inconnu,48,bon,auto,14576,100 - 500 Euro,chomeur,4.0,27.0,aucun,proprietaire,1,non_qualifie,1,oui,non,56952.1623388445
inconnu,45,critique,auto,4576,100 - 500 Euro,chomeur,4.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,17281.9728298931
1 - 200 Euro,45,critique,auto,4576,100 - 500 Euro,chomeur,4.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,23544.3891525661
inconnu,15,critique,auto,5045,inconnu,> 7 annees,4.0,59.0,aucun,proprietaire,1,qualifie,1,oui,non,6247.90341599548
1 - 200 Euro,15,tres bon,auto,1234,100 - 500 Euro,1 - 4 annees,2.0,25.0,aucun,locataire,1,qualifie,1,oui,oui,3702.6081638914
1 - 200 Euro,35,bon,auto,1734,100 - 500 Euro,1 - 4 annees,2.0,25.0,aucun,proprietaire,1,qualifie,1,oui,oui,9141.31488023649
